projectName,plotBearing,street,locality,lat,lon,CertificateNo,project_Village,project_Taluka,project_District,project_Division,project_State,pincode,
Shhraddha Emrald,"153/5A/2B-1, 153/5A/2B-2",Akkalkot Road,Gandhi Nagar,17.672533821371,75.9309945032936,P52600000377,Solapur (M Corp.),Solapur North,Solapur,Pune,MAHARASHTRA,413006,
SONARI 2,204/2,Not Available,Not Available,17.6917278,75.8824765,P50500009899,Jamtha,Nagpur (Rural),Nagpur,Nagpur,MAHARASHTRA,441108,
UJWAL DHAM,PLOT NO 16 SY NO 157,Not Available,Not Available,17.6917278,75.8824765,P52400015317,Latur (M Cl),Latur,Latur,Aurangabad,MAHARASHTRA,413512,
VASUDEV APARTMENT,"PLOT NO. 47,48,49 S NO 206/A/3/2",Not Available,Not Available,17.6917278,75.8824765,P51600010213,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422003,
AQ HEIGHTS,CTS NO 6320,Not Available,Not Available,18.9906698,73.1096521,P51500011237,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431001,
BELLEZA,SURVEY NO 3 HISSA NO 2A aND SURVEY NO 4 HISSA NO A,"SURVEY NO 4A,3(2A)",NEW PANVEL,18.9906698,73.1096521,P52000005430,Kevale,Panvel,Raigarh,Konkan,MAHARASHTRA,410206,
COSMOS,"43/1, 43/1-A, 43/2 ,43/3",Not Available,Not Available,18.9906698,73.1096521,P50500010258,Sonurli,Nagpur (Rural),Nagpur,Nagpur,MAHARASHTRA,441108,
SHIVALIK RESIDENCY,02 OF S NO 17 3 1 TO 6 17 4,Not Available,Not Available,18.9906698,73.1096521,P51600007978,Nashik Road,Nashik,Nashik,Nashik,MAHARASHTRA,422009,
SHREE SAI RESIDENCY PART 4,"PLOT NO 1, GUT NO 140, TISGAON AURANGABAD",Not Available,Not Available,18.491371,73.672109,P51500012708,Tisgaon,Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431136,
Vrundawan Residency,Survey number 41 42 44 to 52,LAVASA ROAD,Urwade,18.491371,73.672109,P52100000364,Uravade,Mulshi,Pune,Pune,MAHARASHTRA,412108,
YASHODA DAZZLER,"P.NO D1, D2, D5 S.NO. 35/6",Not Available,Not Available,18.491371,73.672109,P51600009129,Aanandwali,Nashik,Nashik,Nashik,MAHARASHTRA,422013,
MAHALAXMI PALACE-1,"PLOT NO 23,24,24A CITY SURVEY NO 595 SHEET NO 60 MANEWADA",Not Available,Not Available,16.6859672,74.2443436,P50500006859,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440024,
Mahalaxmi Residency ,373/2 plot no 4,Not Available,Not Available,16.6859672,74.2443436,P53000000426,Kolhapur (M Corp.),Karvir,Kolhapur,Pune,MAHARASHTRA,416008,
Shankeshwar Darshan,"Sr No 103/2c, 103/1, 104/1, 104/2, 106/1, 106/2, 107/1, 107/2, 108",Bhosari Road,Pimpri,18.4585101210899,73.882539982209,P52100000830,Pimpri Chinchawad (M Corp.),Haveli,Pune,Pune,MAHARASHTRA,411018,
SIDDHI ELITE,S NO 109 10B PLOT NO 1A 1B 1C 1D,PARAB NAGAR,INDIRA NAGAR,18.6354307,73.8124984,P51600005829,Indiranagar,Nashik,Nashik,Nashik,MAHARASHTRA,422009,
The Address,10,Ring Road,khmala,18.6354307,73.8124984,P50500012771,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440022,
Deolali Meadows,"Survey No.74 A and 74 B (Plot No. 3, 4, 5 and 7)",Deolali (CB),Deolali (CB),18.6066628,73.7524673,P51600004723,Deolali (CB),Nashik,Nashik,Nashik,MAHARASHTRA,422401,
Krupasindhu Tower,93 94 103 and 104 Gut No 217C,Not Available,Not Available,18.6066628,73.7524673,P51100013244,Wadi Bk.,Nanded,Nanded,Aurangabad,MAHARASHTRA,431605,
Twin Tower,120118,Bhumkar Vasti,Bhumkar Vasti,18.6066628,73.7524673,P52100008672,Wakad,Mulshi,Pune,Pune,MAHARASHTRA,411057,
ATULYA BUILDING NO. 6,"GUT No-405,Jhambhul, Taluka Maval,Pune-410506",Not Available,Not Available,19.0610917,72.8791602,P52100000203,Jambhul,Mawal,Pune,Pune,MAHARASHTRA,410506,
SKYVIEW CHS,229,Nehru Nagar,Nehru Nagar,19.0610917,72.8791602,P51800008227,Kurla,Kurla,Mumbai Suburban,Konkan,MAHARASHTRA,400024,
VIRAJ PEARL,GUT NO 50 AND 51,Not Available,Not Available,19.0610917,72.8791602,P51500013087,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431005,
ATULYA BUILDING NO. 7,"GUT No-405,Jhambhul, Taluka Maval,Pune-410506",Not Available,Not Available,18.7648315,73.6153541,P52100000200,Jambhul,Mawal,Pune,Pune,MAHARASHTRA,410506,
Hrugwed-3,Kh No 77,Not Available,Not Available,18.7648315,73.6153541,P50500006868,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440001,
SHIVGANGA DUPLEX ROW HOUSE,133134135,Not Available,Not Available,18.7648315,73.6153541,P51600008595,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422012,
AQ TOWN,19048/2,JALAN NAGAR,JALAN NAGAR,18.7648315,73.6153541,P51500012659,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431001,
ATULYA BUILDING NO. 8,"GUT No-405,Jhambhul, Taluka Maval,Pune-410506",JAMBHUL ROAD,JAMBHUL,18.7648315,73.6153541,P52100000202,Jambhul,Mawal,Pune,Pune,MAHARASHTRA,410506,
TULSIHEIGHTS,8/2B/1,Not Available,Not Available,18.7648315,73.6153541,P51600008515,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422003,
WARDHA IT PARK PROJECT,H 1,Not Available,Not Available,18.7648315,73.6153541,P50400011573,Barbadi,Wardha,Wardha,Nagpur,MAHARASHTRA,442006,
ATULYA BUILDING NO. 9,"GUT No-405,Jhambhul, Taluka Maval,Pune-410506",Not Available,Not Available,18.7648315,73.6153541,P52100000205,Jambhul,Mawal,Pune,Pune,MAHARASHTRA,410506,
Ekdant Srushti Phase-2,"Plot no. 19, Gut No.70, Shendra Jahangir, Jalna Road, Aurangabad.",Not Available,Not Available,18.7648315,73.6153541,P51500013266,Aurangabad (CB),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431001,
PEARL RESIDENCY,PLOT NO 36/1A/2,CHAMPA LANE,JAIL ROAD,18.7648315,73.6153541,P51600009618,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422101,
RAMAN PARK PHASE - II,"16/14,P NO 1-7,10-16,17-23",Nagade Shiv Road,Yeola,21.1269973,79.0826054,P51600008863,Yeola,Yevla,Nashik,Nashik,MAHARASHTRA,423401,
Shree Sai Nagari 03,Kh No 16,Not Available,Not Available,21.1269973,79.0826054,P50500003728,Ajni (536338),Kuhi,Nagpur,Nagpur,MAHARASHTRA,441202,
RANALA2,KH NO 115/4,Not Available,Not Available,21.2107799,79.1040432,P50500008825,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440026,
SAI GOVIND,3AND 4,Not Available,Not Available,21.2107799,79.1040432,P51600012614,Nashik,Nashik,Nashik,Nashik,MAHARASHTRA,422003,
Crystal Tower,Survey No. 134/4A/1 and Survey No. 134/3A/2,Near D P road,Pashan,18.5503963854706,73.7978921435165,P52100000082,Pashan,Haveli,Pune,Pune,MAHARASHTRA,411045,
MANORATH,PLOT NO 353,Not Available,Not Available,18.5608129,73.7683681,P50500007530,Wagdara (536054),Hingna,Nagpur,Nagpur,MAHARASHTRA,440016,
RAKA PARK,SURVEY NO 150/2 PLOT NO 20 WALWADI SHIVAR PIN424005,Not Available,Not Available,18.5608129,73.7683681,P49800009342,Walwadi (CT),Dhule,Dhule,Nashik,MAHARASHTRA,424005,
SHINDE GREENS,CTS 680/PLOT NO.9,Not Available,Not Available,18.5608129,73.7683681,P52500011922,Osmanabad,Osmanabad,Osmanabad,Aurangabad,MAHARASHTRA,413501,
Shreya Heights,"792/1A/1,2,3/7,8",Not Available,Not Available,19.9958362,73.7786739,P51600008371,Nashik,Nashik,Nashik,Nashik,MAHARASHTRA,422002,
GANESH GUNJAN,PLOT NO 76 AND 77 S N 747 PART FINAL PLOT NO 529,Not Available,Not Available,19.8902634,75.323544,P51600006346,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422009,
KANISHKA PLAZA,PLOT NO A-41 GUT NO. 32/2,AURANGABAD,AURANGABAD,19.8902634,75.323544,P51500013739,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431001,
Dreams Avani C wing,70 B / 2/1,Solapur Road,Manjari,18.5241012,73.9827553,P52100000157,MANJARI Bk,Haveli,Pune,Pune,MAHARASHTRA,412307,
MAHALAXMI PALACE-2,PLOT NO 7 8A AND 8 CITY SURVEY NO 595 SHEET NO 60 MOUZA MANEWAD,Not Available,Not Available,18.5241012,73.9827553,P50500010562,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440024,
RENUKA COTTAGE,GUT NO 161 PART PLOT NO. 7 TO 13,Not Available,Not Available,18.5241012,73.9827553,P51500013490,Satara (CT),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431010,
Lotus Pride,"Survey No 100/1 to 12/2, Plot No 28",Near Samrat Sweet,Pandav Nagri,19.9605073656619,73.7800846567391,P51600007403,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422009,
C BUILDING KK SHREERAM,48/ 4 TO 10,Kalewadi-Rahatani Road,Rahatani,18.6103179,73.7889689,P52100000102,Pimpri Chinchawad (M Corp.),Haveli,Pune,Pune,MAHARASHTRA,411017,
DATTAKRUPA RESIDENCY,"CTS NO 9686/2,JALNA",Not Available,Not Available,18.6103179,73.7889689,P51400013829,Jalna (M Cl),Jalna,Jalna,Aurangabad,MAHARASHTRA,431203,
Rivera,"Plot No. 15, S.No.56/1",Gangapur Road,Bendkule Nagar,18.6103179,73.7889689,P51600004983,Aanandwali,Nashik,Nashik,Nashik,MAHARASHTRA,422013,
SURYA TOWER-III,PLOT NO.1,Not Available,Not Available,18.6103179,73.7889689,P50600011213,Bhandara (M Cl),Bhandara,Bhandara,Nagpur,MAHARASHTRA,441904,
Krishna Pride,Plot No. 1,Not Available,Not Available,21.0735488,78.9613486,P50500008022,Hingna,Hingna,Nagpur,Nagpur,MAHARASHTRA,441110,
SHREE SAI RESIDENCY,SR NO 308/A/67 PLOT NO 67,Not Available,Not Available,21.0735488,78.9613486,P51600009143,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422010,
JAMTHA PLOTS2,272/1,Not Available,Not Available,19.4412382,73.3266559,P50500008180,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440015,
MIRADOR OASIS ESTATE PHASE 2,32/3,Not Available,Not Available,19.4412382,73.3266559,P51700008355,Kukambhe,Shahapur,Thane,Konkan,MAHARASHTRA,421601,
Swastik Residency,86/6A/1,Not Available,Not Available,19.4412382,73.3266559,P51600005217,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422003,
SAI HARMONY NEST,PLOT 11 SR NO 207/1/6,BHAMANAGAR,SAICITY,19.8916791,74.4790898,P52200005212,Kopargaon (M Cl),Kopargaon,Ahmednagar,Nashik,MAHARASHTRA,423601,
Brij,7,Nagpur,Nagur,18.5335989,73.8304269,P50500013364,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440008,
Madhuban,"Survey No 36/4 part, 36/4/1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 23",Not Available,Not Available,18.5335989,73.8304269,P52100011669,Pune (M Corp.),Pune City,Pune,Pune,MAHARASHTRA,411045,
VARAD VATTSALYA,125 Gut No,beed by pass Road NH-211,"Gandheli Phata, Gandhile Road",19.8421098965938,75.4018684765629,P51500013580,Gandheli,Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431001,
MATRIX GOLDEN ENCLAVE,KH NO 95/2-1,Not Available,Not Available,21.0054578,79.0673302,P50500007551,Zari,Nagpur (Rural),Nagpur,Nagpur,MAHARASHTRA,441108,
NILKANTH APPARTMENT,SURVEY NO 1241,Not Available,Not Available,21.0054578,79.0673302,P51600005210,Nashik,Nashik,Nashik,Nashik,MAHARASHTRA,422001,
Const of 1041 TR Ts 69 shops 1950 EWS 224 MIG at Kannamwar nagar vikhroli east,356 A A2 Govt ,Not Available,Not Available,19.1166191,72.9374227,P51800000058,Kurla,Kurla,Mumbai Suburban,Konkan,MAHARASHTRA,400083,
GARDEN COUNTY TYPE B,Survey No 307/2 Plot No1 to 5,Not Available,Not Available,19.1166191,72.9374227,P51600005220,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422002,
GRACE GILGAL,155 156,Not Available,Not Available,19.1166191,72.9374227,P50500006343,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440013,
Techops Glory,48/1,Not Available,Not Available,21.0977049,79.1294516,P50500010692,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440034,
GARDEN COUNTY TYPE C,Survey No 307/2 Plot No 1 to 5,Not Available,Not Available,19.9913582,72.7436773,P51600005199,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422002,
KONAARK LAKESHORE,3880/44/25/1,Not Available,Not Available,19.9913582,72.7436773,P50500006586,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440015,
BRAHMAND RESIDENCY,"19, 22, 23",MASOLI,MASOLI,19.996935581,72.73,P99000002353,Dahanu (M Cl),Dahanu,Palghar,Konkan,MAHARASHTRA,401602,
CREATIVE HOMES AURAA,"PLOT NO 1 ,2 CTS NO 586",Not Available,Not Available,21.1813598,79.0136475,P50500011211,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440013,
KALPRAJ APARTMENT,"SURVEY NO. 122/3/4/1/30, PLOT NO. 28",Not Available,Not Available,21.1813598,79.0136475,P51600008297,Deolaligaon,Nashik,Nashik,Nashik,MAHARASHTRA,422401,
PRATHAM HEIGHTS,69/9,Not Available,Not Available,19.2855196,72.8692967,P51700008448,Mira-Bhayandar (M Corp.),Thane,Thane,Konkan,MAHARASHTRA,401107,
RATHI MAXIMA PHASE II,15854 A - 16,Not Available,Not Available,19.2855196,72.8692967,P51500013398,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431005,
S V Enclave,Plot No. 600,Not Available,Not Available,19.2855196,72.8692967,P50500012528,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440017,
SLPL CONSTRUCTION PHASE II,1 KHASRA NO.159 BU 4 AND 159 BY 7,Not Available,Not Available,21.1117002,79.0729793,P50500009003,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440015,
SADANAND HEIGHTS,PLOT NO 7 S NO 57/2,DASTUR NAGAR ROAD,LAXMINARAYAN NAGAR SQUARE,20.9077079888863,77.7634733242035,P50300025760,Amravati (M Corp.),Amravati,Amravati,Amravati,MAHARASHTRA,444606,
ADITYA PLAZA,463/5,Not Available,Not Available,21.0004172,79.0122343,P49900014595,Jalgaon,Jalgaon,Jalgaon,Nashik,MAHARASHTRA,425001,
Krishna Nisarg,KH. No. 16,Not Available,Not Available,21.0004172,79.0122343,P50500007448,Wagdara (536054),Hingna,Nagpur,Nagpur,MAHARASHTRA,441110,
ARCHIT NEST,GAT NO 280/1,Not Available,Not Available,19.1725348,72.8577384,P51600003779,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422010,
Hiramani Enclave,"CTS no. 28A, 28/1 to 8",Not Available,Not Available,19.1725348,72.8577384,P51800007729,Greater Mumbai (M Corp.) (Part) (802794),Mumbai,Mumbai Suburban,Konkan,MAHARASHTRA,400057,
RANA BUSINESS COMPLEX,Plot No 5 CS No 207,Not Available,Not Available,19.1725348,72.8577384,P50500007730,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440002,
CHANDRAPUR BUSSINESS CENTER,72 2,Not Available,Not Available,19.2072366,72.8348221,P50900012501,Chandrapur (M Cl),Chandrapur,Chandrapur,Nagpur,MAHARASHTRA,442401,
Constn of 219 Ts and 172 MIG Ts on CTS No 128 A 12 Pt at  Mahaveer nagar Kandivali W Mumbai ,128 A1  2 P,Not Available,Not Available,19.2072366,72.8348221,P51800000040,Borivali,Borivali,Mumbai Suburban,Konkan,MAHARASHTRA,400067,
LIBERTY NIWAS,PLOT NO 14 AND 15 S NO 414/1,Not Available,Not Available,19.2072366,72.8348221,P51600003961,Nashik,Nashik,Nashik,Nashik,MAHARASHTRA,422003,
HIGHWAY PEARL,KH NO 36,Not Available,Not Available,21.0201371,79.0726263,P50500012952,Rui,Nagpur (Rural),Nagpur,Nagpur,MAHARASHTRA,441108,
NIRMAN VIVA,S NO 11/8 P 12 P 12/2AP12/3P16/5/1 PLOT NO 44 45 16/5 AMBEGAON BK PUNE,Sinhagad Institute Road,Ambegaon Budruk,18.9894007,73.1175162,P52100006918,Pune (M Corp.),Pune City,Pune,Pune,MAHARASHTRA,411004,
DURGA RESIDENCY,108,Not Available,Not Available,18.9894007,73.1175162,P52000011005,Panvel,Panvel,Raigarh,Konkan,MAHARASHTRA,410206,
Sandesh City Apartments 2,Kh No 167/2 and 168 Mouza Jamtha,Not Available,Not Available,18.9894007,73.1175162,P50500010049,Jamtha,Nagpur (Rural),Nagpur,Nagpur,MAHARASHTRA,441122,
AADITYA PREMIUM 4,Kh No 12/4,Jamtha,Jamtha,21.0166025,79.0298391,P50500008062,Jamtha,Nagpur (Rural),Nagpur,Nagpur,MAHARASHTRA,441108,
Godavari Heights,8A8B8C,Not Available,Not Available,21.0166025,79.0298391,P51600005790,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422003,
SAMARTH VAIBHAV,PLOT NO 82 - 83 GUT NO 70 DWARKADAS NAGAR SATARA PARISAR AURANGABAD,Not Available,Not Available,21.0166025,79.0298391,P51500013452,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431005,
SHRI TATAYSAHEB RUNDAWAN,PLOT NO 18 GUT NO 122/1A,MEHKAR ROAD,MEHKAR,21.2916,76.8261,P50000025967,Mehkar (M Cl),Mehkar,Buldana,Amravati,MAHARASHTRA,443301,
"Paranjape Abhiruchi Parisar -T1,T2 ,T3, M1A, M1B and M2","Survey No.24/1, 25",Nahre industrial estate Road,Dhayari,18.4510985463381,73.8187593473602,P52100000452,Dhayari (Part),Haveli,Pune,Pune,MAHARASHTRA,411041,
AVNI LANDMARK,276/2,Not Available,Not Available,18.4638452,73.8158128,P51600009262,Nashik (M Corp.),Nashik,Nashik,Nashik,MAHARASHTRA,422010,
PRIDE CENTURY THE LORDS,"C.T.S. NO. -14813/118,PANNALAL NAGAR",Pannalal Nagar,Pannalal Nagar,19.8709084710771,75.3332636628212,P51500013248,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431001,
Shree Krishna Residency,1 475a,Not Available,Not Available,18.5019606,73.9330242,P51600008003,Nashik,Nashik,Nashik,Nashik,MAHARASHTRA,422005,
SURYA TOWER 1,PLOT NO.5,Not Available,Not Available,18.5019606,73.9330242,P50600009251,Bela (CT),Bhandara,Bhandara,Nagpur,MAHARASHTRA,441904,
Leisure town,202,sade satra nali,hadpsar,18.512903,73.9462414,P52100001401,Hadapsar,Haveli,Pune,Pune,MAHARASHTRA,411028,
PRIDE CENTURY EDEN GARDEN,"C.T.S. NO. 14813/118,PANNALAL NAGAR",Pannalal Nagar,Pannalal Nagar,19.8712717124637,75.3334326419891,P51500013235,Aurangabad (M Corp.),Aurangabad,Aurangabad,Aurangabad,MAHARASHTRA,431005,
Omkar Heights,"Survey No 183 Hissa No 7,Survey No-230 Hissa No-A,B",Not Available,Not Available,19.2967434,73.2041626,P51700000327,Manda,Kalyan,Thane,Konkan,MAHARASHTRA,421605,
SIDDHIVINAYAK,7/8,Not Available,Not Available,19.2967434,73.2041626,P50500007623,Nagpur (M Corp.),Nagpur (Urban),Nagpur,Nagpur,MAHARASHTRA,440009,
SOPAN PARK,127/2A/1,Not Available,Not Available,19.2967434,73.2041626,P49900007905,Bhusawal (CT),Bhusawal,Jalgaon,Nashik,MAHARASHTRA,425201,
